enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,city_development_index_cat
13615,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,,4,1.0,3
22828,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,,2,17,0.0,5
18961,city_21,0.624,,No relevent experience,Full time course,High School,,<1,,,never,32,0.0,3
32807,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,5,50-99,Pvt Ltd,4,6,0.0,3
24179,city_21,0.624,Male,No relevent experience,Part time course,Phd,STEM,8,10/49,Pvt Ltd,4,34,0.0,3
27510,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,,,1,25,0.0,6
5895,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,never,50,0.0,6
28778,city_136,0.897,Male,No relevent experience,Part time course,Masters,STEM,2,50-99,Pvt Ltd,1,6,0.0,5
24125,city_44,0.725,Male,Has relevent experience,Part time course,Masters,STEM,6,10/49,Pvt Ltd,1,74,0.0,4
4867,city_54,0.856,,Has relevent experience,no_enrollment,High School,,3,10/49,Pvt Ltd,1,134,0.0,5
17400,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,10,0.0,6
33186,city_54,0.856,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,1,158,0.0,5
20941,city_72,0.795,,Has relevent experience,Full time course,Primary School,,4,50-99,Pvt Ltd,1,30,0.0,4
6034,city_162,0.767,,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Public Sector,,55,0.0,4
12765,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,13,500-999,Pvt Ltd,>4,31,0.0,5
27515,city_117,0.698,,No relevent experience,Full time course,Graduate,STEM,1,,,1,47,0.0,3
29697,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Business Degree,>20,1000-4999,Pvt Ltd,1,48,0.0,6
19458,city_127,0.745,Male,No relevent experience,no_enrollment,Masters,STEM,6,,,1,80,1.0,4
31497,city_67,0.855,Male,Has relevent experience,no_enrollment,High School,,17,,,1,56,0.0,5
9339,city_180,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,,3,57,0.0,3
14375,city_123,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,2,35,0.0,4
9366,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,never,35,1.0,3
9613,city_36,0.893,Male,Has relevent experience,Full time course,High School,,6,100-500,Pvt Ltd,2,81,0.0,5
11439,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,184,0.0,6
11919,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,>20,,Public Sector,>4,43,0.0,6
19113,city_114,0.926,,No relevent experience,no_enrollment,Primary School,,5,,,never,19,0.0,6
29087,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,16,0.0,6
16155,city_173,0.878,Male,No relevent experience,no_enrollment,Graduate,STEM,11,<10,Early Stage Startup,1,65,0.0,5
30552,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,56,1.0,6
33268,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,>4,22,0.0,5
4481,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,3,<10,Funded Startup,1,7,0.0,3
4615,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1,144,0.0,3
2841,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,1,55,0.0,5
8195,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Funded Startup,1,84,0.0,6
25952,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,2,23,0.0,6
6306,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,>4,90,0.0,6
17847,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,1000-4999,Pvt Ltd,1,28,0.0,3
26437,city_103,0.92,,Has relevent experience,Full time course,Graduate,STEM,6,,,1,139,1.0,6
20763,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,5000-9999,Pvt Ltd,>4,24,0.0,6
3915,city_23,0.899,,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Funded Startup,2,302,0.0,5
29990,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Funded Startup,2,74,0.0,6
4915,city_57,0.866,Female,Has relevent experience,Full time course,Graduate,STEM,5,,Pvt Ltd,never,40,1.0,5
7655,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,42,1.0,3
14517,city_104,0.924,Male,Has relevent experience,no_enrollment,Phd,STEM,10,10000+,Pvt Ltd,1,74,0.0,6
22386,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,18,,,never,72,1.0,3
21255,city_99,0.915,Male,Has relevent experience,no_enrollment,High School,,>20,1000-4999,Pvt Ltd,2,26,0.0,6
240,city_10,0.895,Male,No relevent experience,no_enrollment,High School,,7,,,>4,86,0.0,5
3755,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,3,27,0.0,5
16967,city_142,0.727,Male,No relevent experience,Full time course,Primary School,,7,,,1,22,1.0,4
16503,city_116,0.743,Male,Has relevent experience,Full time course,Masters,STEM,6,1000-4999,Pvt Ltd,1,102,0.0,4
8389,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,22,0.0,6
9107,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,30,0.0,4
5851,city_21,0.624,Male,Has relevent experience,Full time course,High School,,5,,Pvt Ltd,never,17,0.0,3
11060,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,155,0.0,6
1047,city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,High School,,19,,,1,72,0.0,4
24399,city_102,0.804,,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,1,107,0.0,5
5891,city_114,0.926,Male,No relevent experience,Part time course,High School,,10,10000+,Pvt Ltd,2,42,0.0,6
13532,city_165,0.903,,No relevent experience,Part time course,Graduate,Humanities,10,50-99,Pvt Ltd,1,73,0.0,6
17691,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,13,0.0,6
7895,city_116,0.743,Male,No relevent experience,no_enrollment,Masters,STEM,5,,,never,79,0.0,4
845,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,86,0.0,6
27309,city_116,0.743,Male,Has relevent experience,Part time course,Graduate,STEM,11,,,1,23,0.0,4
19479,city_114,0.926,,No relevent experience,,,,>20,,,2,27,0.0,6
8130,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,31,0.0,6
27889,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,16,50-99,Pvt Ltd,>4,3,0.0,6
15733,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,14,0.0,6
25527,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,26,0.0,6
25520,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,42,0.0,6
25240,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,NGO,1,59,0.0,3
4778,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,85,0.0,3
25834,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,1,,,never,192,0.0,6
1567,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,,Pvt Ltd,never,21,1.0,3
11354,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,25,0.0,5
24269,city_71,0.884,Male,Has relevent experience,no_enrollment,High School,,19,<10,Pvt Ltd,2,7,1.0,5
26774,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Funded Startup,1,45,0.0,6
26398,city_100,0.887,,No relevent experience,no_enrollment,High School,,4,,,1,72,1.0,5
33222,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,<1,,Pvt Ltd,never,35,0.0,3
19165,city_16,0.91,,No relevent experience,,Primary School,,7,,,,90,0.0,6
22852,city_57,0.866,Male,No relevent experience,no_enrollment,High School,,15,100-500,Pvt Ltd,3,14,0.0,5
7460,city_141,0.763,,Has relevent experience,no_enrollment,Masters,STEM,8,<10,Pvt Ltd,1,56,0.0,4
1600,city_150,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,14,0.0,3
13759,city_67,0.855,Male,Has relevent experience,no_enrollment,High School,,7,5000-9999,Pvt Ltd,2,57,0.0,5
3961,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,<1,100-500,Funded Startup,1,103,0.0,6
10088,city_67,0.855,,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,84,0.0,5
18817,city_11,0.55,Male,No relevent experience,no_enrollment,Graduate,STEM,3,50-99,Early Stage Startup,1,80,0.0,2
3615,city_61,0.913,Male,Has relevent experience,no_enrollment,High School,,8,100-500,Pvt Ltd,1,116,0.0,6
4123,city_21,0.624,,No relevent experience,Full time course,High School,,4,,Pvt Ltd,never,34,1.0,3
24745,city_150,0.698,Female,Has relevent experience,Part time course,Graduate,STEM,<1,5000-9999,Public Sector,1,8,1.0,3
28569,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,<1,500-999,Pvt Ltd,>4,54,1.0,6
4793,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,30,0.0,6
23975,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,13,5000-9999,Public Sector,1,161,0.0,6
20225,city_64,0.6659999999999999,,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,2,84,1.0,3
27492,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Pvt Ltd,never,202,0.0,6
25066,city_14,0.698,,Has relevent experience,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,2,72,0.0,3
27715,city_104,0.924,Male,No relevent experience,no_enrollment,High School,,>20,<10,Pvt Ltd,>4,35,0.0,6
14939,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,,,1,150,1.0,6
21916,city_104,0.924,,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,108,0.0,6
19771,city_102,0.804,,No relevent experience,Full time course,Masters,STEM,9,100-500,Pvt Ltd,>4,92,0.0,5
22376,city_19,0.682,,No relevent experience,Full time course,Graduate,STEM,4,,,never,24,1.0,3
3285,city_102,0.804,Male,Has relevent experience,Full time course,High School,,10,5000-9999,,1,69,0.0,5
22321,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,14,,,never,88,0.0,6
15591,city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,never,25,0.0,3
6887,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,24,0.0,3
19823,city_78,0.579,,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1,37,0.0,2
31194,city_33,0.4479999999999999,,No relevent experience,,High School,,5,,Pvt Ltd,never,86,1.0,1
15462,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,84,0.0,6
3611,city_61,0.913,,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,3,64,0.0,6
22810,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,2,28,0.0,3
4444,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,2,102,0.0,6
8240,city_97,0.925,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,1,118,1.0,6
11172,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,138,0.0,6
23051,city_73,0.754,Male,Has relevent experience,Full time course,High School,,4,10000+,Pvt Ltd,1,158,0.0,4
11510,city_116,0.743,,Has relevent experience,no_enrollment,,,7,10000+,,,18,0.0,4
20599,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,2,45,0.0,3
21816,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Public Sector,3,52,0.0,5
15765,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,9,,,1,284,0.0,6
19982,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,76,0.0,6
29991,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,Arts,9,1000-4999,Pvt Ltd,1,76,1.0,5
4808,city_149,0.6890000000000001,,Has relevent experience,no_enrollment,Graduate,STEM,19,,Pvt Ltd,never,95,0.0,3
7735,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,222,0.0,6
19358,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,Other,<1,10000+,Pvt Ltd,,66,1.0,3
26028,city_75,0.939,,No relevent experience,Full time course,High School,,3,1000-4999,Pvt Ltd,1,52,0.0,6
17414,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,2,,,1,43,1.0,6
8446,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,,1,41,0.0,6
31974,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,162,0.0,6
2255,city_14,0.698,,No relevent experience,Part time course,Graduate,STEM,>20,50-99,Pvt Ltd,1,90,0.0,3
21438,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,9,1.0,6
5789,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,1,24,1.0,5
15941,city_128,0.527,Male,No relevent experience,no_enrollment,Graduate,Other,3,,,never,28,0.0,2
26341,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,16,10000+,,1,24,0.0,6
23094,city_53,0.74,Male,Has relevent experience,Full time course,Graduate,STEM,11,10000+,Pvt Ltd,>4,32,0.0,4
12294,city_123,0.738,,No relevent experience,no_enrollment,High School,,4,,,never,12,0.0,4
7465,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,62,0.0,6
2391,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,2,32,0.0,6
23276,city_41,0.8270000000000001,Male,No relevent experience,Full time course,High School,,9,,,never,152,0.0,5
5516,city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,,1,108,0.0,6
15498,city_97,0.925,Male,No relevent experience,Full time course,High School,,1,50-99,Public Sector,1,83,1.0,6
26711,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,22,0.0,5
114,city_16,0.91,Male,Has relevent experience,no_enrollment,,,>20,50-99,Funded Startup,1,82,0.0,6
8630,city_105,0.794,,No relevent experience,Part time course,Graduate,STEM,1,50-99,Pvt Ltd,1,9,0.0,4
21001,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,1,4,0.0,6
3455,city_67,0.855,,No relevent experience,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,1,14,0.0,5
16800,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,2,,,1,55,1.0,3
17246,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,,Early Stage Startup,1,10,0.0,3
28101,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Humanities,3,,,1,2,0.0,6
22728,city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,1,64,0.0,5
14943,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,>4,36,1.0,6
33176,city_7,0.647,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,74,0.0,3
22067,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,107,0.0,6
21341,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,2,10/49,Early Stage Startup,1,23,0.0,3
6764,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,1,,,never,91,1.0,3
13881,city_59,0.775,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,1,37,0.0,4
29331,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,>20,50-99,,1,246,0.0,6
28553,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,15,50-99,Funded Startup,2,8,0.0,6
19464,city_136,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,5,5000-9999,,1,45,0.0,5
9374,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,55,0.0,6
32534,city_102,0.804,Male,Has relevent experience,Full time course,Graduate,STEM,9,5000-9999,Pvt Ltd,1,74,0.0,5
33138,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,60,0.0,6
15439,city_116,0.743,Male,Has relevent experience,Full time course,Masters,STEM,18,10/49,Funded Startup,2,204,0.0,4
6243,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Funded Startup,4,77,0.0,6
25945,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,2,123,0.0,6
25954,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,130,0.0,6
31351,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,10/49,Public Sector,1,36,1.0,6
791,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,2,77,0.0,6
23473,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,3,,,1,55,1.0,3
25156,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,Arts,9,,,never,132,0.0,6
3779,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,3,52,0.0,6
28988,city_37,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,172,0.0,4
26125,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Funded Startup,1,66,0.0,6
33128,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,163,0.0,5
26119,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,23,0.0,5
14913,city_114,0.926,Female,Has relevent experience,Part time course,Graduate,STEM,4,10/49,Funded Startup,2,214,0.0,6
19038,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,18,,,1,312,0.0,6
18984,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,8,0.0,3
1752,city_70,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Funded Startup,1,28,0.0,3
18317,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,194,0.0,2
29368,city_71,0.884,Male,Has relevent experience,no_enrollment,Primary School,,11,1000-4999,Pvt Ltd,1,52,0.0,5
21199,city_90,0.698,,Has relevent experience,Full time course,Graduate,STEM,7,<10,NGO,1,90,0.0,3
33075,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,1,47,0.0,5
29390,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,10000+,,1,96,0.0,6
8988,city_19,0.682,,Has relevent experience,no_enrollment,Graduate,STEM,5,,,2,22,0.0,3
32477,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,1,11,0.0,6
24844,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,6,,,never,15,1.0,3
26402,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Pvt Ltd,2,101,0.0,5
26096,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,9,0.0,5
10725,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1,92,0.0,3
4178,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,22,0.0,6
25333,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,5,5000-9999,Pvt Ltd,never,15,0.0,5
25864,city_21,0.624,Male,No relevent experience,no_enrollment,Primary School,,3,,,never,28,0.0,3
11362,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,17,,,3,11,1.0,6
10638,city_21,0.624,Female,No relevent experience,Full time course,High School,,2,,,never,79,1.0,3
10545,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,112,0.0,6
13215,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,20,1.0,6
28823,city_89,0.925,,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,>4,292,1.0,6
19277,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,2,100,1.0,5
10601,city_104,0.924,Male,No relevent experience,no_enrollment,Masters,STEM,>20,100-500,Public Sector,4,92,0.0,6
30151,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,1,94,0.0,4
8414,city_160,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,2,24,0.0,6
25089,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Early Stage Startup,never,8,0.0,6
19920,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,1,38,0.0,6
4883,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,3,,Pvt Ltd,never,16,0.0,6
1462,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,27,0.0,6
9423,city_71,0.884,,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,106,0.0,5
28955,city_103,0.92,Male,No relevent experience,Part time course,Graduate,Humanities,<1,500-999,Pvt Ltd,1,13,1.0,6
9901,city_166,0.649,Male,Has relevent experience,Part time course,Graduate,STEM,1,10/49,Early Stage Startup,never,19,0.0,3
16897,city_21,0.624,Female,No relevent experience,Full time course,High School,,3,,,never,140,0.0,3
1552,city_75,0.939,,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,NGO,1,42,0.0,6
5755,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,>4,10,0.0,5
4298,city_83,0.923,Male,No relevent experience,Part time course,Graduate,STEM,9,,,>4,4,1.0,6
1930,city_75,0.939,,Has relevent experience,no_enrollment,Graduate,Humanities,5,50-99,Pvt Ltd,1,13,0.0,6
28749,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,1,82,0.0,6
9130,city_150,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,36,0.0,3
20813,city_150,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,20,0.0,3
12178,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,168,1.0,3
30589,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,3,196,1.0,6
28294,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Pvt Ltd,4,88,0.0,6
9615,city_129,0.625,Male,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Pvt Ltd,never,188,0.0,3
30340,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Early Stage Startup,1,9,0.0,6
29899,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,<1,1000-4999,Pvt Ltd,1,7,0.0,6
9499,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,100-500,Funded Startup,3,162,0.0,6
25759,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,40,0.0,6
30438,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,100-500,Pvt Ltd,>4,87,0.0,6
2051,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,,41,1.0,3
7951,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,No Major,10,100-500,,4,292,0.0,5
15138,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,97,0.0,6
17409,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Funded Startup,1,224,0.0,3
25352,city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,,1,118,0.0,4
22644,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,11,500-999,Pvt Ltd,3,53,1.0,3
26378,city_145,0.555,Male,No relevent experience,Full time course,High School,,2,,,never,34,1.0,2
16337,city_21,0.624,Female,No relevent experience,Full time course,Masters,STEM,3,,,never,94,1.0,3
13484,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,>4,72,0.0,6
23325,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,4,,,never,43,1.0,3
23476,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,1,82,0.0,6
27490,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,70,0.0,5
25956,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,19,10000+,Pvt Ltd,2,91,0.0,6
12508,city_100,0.887,Male,Has relevent experience,Part time course,Graduate,STEM,8,,,1,146,1.0,5
9194,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,123,0.0,3
27414,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,9,0.0,6
11222,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,never,42,0.0,4
