enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
28662,city_104,0.924,Male,Has relevent experience,Part time course,Masters,STEM,17,,,>4,25,0.0
18680,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10/49,Pvt Ltd,>4,66,0.0
11690,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,16,1000-4999,Pvt Ltd,1,13,0.0
23695,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,22,0.0
28389,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Funded Startup,1,23,0.0
17981,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,40,0.0
31647,city_78,0.579,Male,Has relevent experience,Full time course,Graduate,STEM,5,,,2,28,0.0
7062,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,>4,34,0.0
16547,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,5,,,never,22,0.0
33049,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,20,0.0
27962,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Funded Startup,1,26,0.0
2233,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,<1,<10,,1,104,1.0
896,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,2,96,0.0
4515,city_100,0.887,Male,Has relevent experience,Part time course,Phd,STEM,>20,,,>4,41,0.0
27774,city_67,0.855,Female,No relevent experience,Full time course,High School,,3,,,never,63,1.0
22633,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,6,,,1,22,0.0
5637,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,1,4,1.0
23179,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,32,0.0
7603,city_160,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,3,,,1,88,0.0
1282,city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,19,10000+,Pvt Ltd,>4,21,0.0
19312,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,500-999,Pvt Ltd,>4,46,0.0
17326,city_21,0.624,Male,Has relevent experience,Full time course,High School,,4,,,never,75,0.0
21382,city_102,0.804,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,3,92,0.0
23307,city_74,0.579,Male,No relevent experience,Full time course,High School,,3,<10,Early Stage Startup,2,9,1.0
13882,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,5,,,never,156,0.0
17544,city_73,0.754,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,39,1.0
32729,city_16,0.91,,Has relevent experience,Part time course,Graduate,Humanities,6,10/49,Pvt Ltd,4,23,1.0
11987,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Early Stage Startup,4,27,0.0
15698,city_114,0.926,,Has relevent experience,,Masters,STEM,>20,50-99,Pvt Ltd,>4,35,0.0
29725,city_40,0.7759999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,>4,47,0.0
6760,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,7,0.0
15099,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,2,97,1.0
24447,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,182,0.0
202,city_67,0.855,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10/49,Funded Startup,>4,78,0.0
15406,city_18,0.8240000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Early Stage Startup,1,91,0.0
25192,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,1,123,0.0
24037,city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,<10,Pvt Ltd,4,31,0.0
20284,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,54,0.0
3064,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,8,1000-4999,Pvt Ltd,2,308,0.0
3552,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,16,<10,Pvt Ltd,never,66,0.0
28686,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,Pvt Ltd,3,40,0.0
23312,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,Pvt Ltd,1,52,1.0
24377,city_114,0.926,,Has relevent experience,no_enrollment,Masters,Other,7,1000-4999,Pvt Ltd,never,57,0.0
31456,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,54,0.0
4490,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Early Stage Startup,1,42,0.0
20225,city_64,0.6659999999999999,,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,2,84,1.0
26442,city_19,0.682,,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Public Sector,2,140,1.0
10797,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,82,0.0
21286,city_21,0.624,Male,Has relevent experience,no_enrollment,High School,,12,,,2,135,0.0
31290,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,19,<10,Early Stage Startup,1,18,0.0
6874,city_70,0.698,,No relevent experience,no_enrollment,High School,,2,,,never,9,0.0
8634,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,50,0.0
1270,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Funded Startup,1,100,0.0
15178,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,10000+,Pvt Ltd,>4,80,0.0
18228,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Funded Startup,1,100,0.0
3187,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,16,0.0
18754,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,123,0.0
14707,city_64,0.6659999999999999,Male,No relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,18,0.0
7072,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,4,167,0.0
8055,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,,4,46,0.0
13583,city_36,0.893,,No relevent experience,no_enrollment,High School,,15,<10,Pvt Ltd,2,46,0.0
7383,city_67,0.855,Female,Has relevent experience,Part time course,Graduate,STEM,7,10000+,Pvt Ltd,1,41,0.0
11396,city_103,0.92,Male,No relevent experience,no_enrollment,,,4,,,never,190,0.0
33068,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,9,0.0
12710,city_116,0.743,,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,1,20,0.0
25708,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,6,50-99,NGO,1,51,1.0
24494,city_150,0.698,Male,Has relevent experience,Full time course,Masters,STEM,4,,,2,138,1.0
17093,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,53,0.0
16733,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,Arts,<1,<10,Early Stage Startup,1,32,0.0
21412,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,,never,42,0.0
27677,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,62,0.0
3935,city_162,0.767,Male,No relevent experience,no_enrollment,High School,,8,,Pvt Ltd,never,65,0.0
23148,city_160,0.92,,No relevent experience,Full time course,High School,,3,,,2,53,1.0
12342,city_143,0.74,,No relevent experience,Full time course,,,<1,10/49,Pvt Ltd,3,80,0.0
5463,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,1,36,1.0
26514,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,,1,11,0.0
5210,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,12,0.0
27251,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,7,0.0
23389,city_155,0.556,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,2,27,1.0
29450,city_90,0.698,Male,No relevent experience,Full time course,High School,,2,<10,Early Stage Startup,never,43,0.0
4275,city_71,0.884,Male,Has relevent experience,Full time course,Graduate,STEM,>20,10/49,Pvt Ltd,>4,218,0.0
3206,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,2,23,0.0
14007,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,NGO,1,17,1.0
22315,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Funded Startup,2,6,0.0
31084,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,24,0.0
25158,city_128,0.527,,Has relevent experience,no_enrollment,Graduate,Business Degree,17,,,>4,26,0.0
3813,city_114,0.926,Male,No relevent experience,Full time course,High School,,3,,Pvt Ltd,never,74,0.0
17247,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,18,,,2,25,0.0
7006,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,2,262,0.0
756,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Funded Startup,2,36,0.0
14489,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,72,0.0
20839,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,50,0.0
32378,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,10,50-99,Pvt Ltd,4,121,0.0
8670,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,500-999,Pvt Ltd,2,20,0.0
4206,city_103,0.92,Other,No relevent experience,Part time course,Graduate,STEM,15,,Pvt Ltd,never,118,0.0
17762,city_103,0.92,,No relevent experience,no_enrollment,High School,,5,,,1,20,1.0
3555,city_102,0.804,,No relevent experience,no_enrollment,Graduate,Arts,10,<10,Pvt Ltd,1,37,1.0
1861,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Public Sector,>4,8,0.0
4482,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Funded Startup,1,105,0.0
29505,city_160,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,19,,,>4,48,1.0
17234,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,50-99,NGO,1,50,1.0
5719,city_28,0.939,,No relevent experience,no_enrollment,High School,,2,5000-9999,,1,10,0.0
18289,city_37,0.794,,No relevent experience,Full time course,Masters,STEM,15,1000-4999,Pvt Ltd,1,33,0.0
2213,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,19,50-99,Pvt Ltd,>4,10,0.0
2281,city_10,0.895,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,>4,50,0.0
14779,city_65,0.802,Male,Has relevent experience,Full time course,Graduate,STEM,17,500-999,,1,13,0.0
10376,city_126,0.479,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,500-999,Funded Startup,1,4,0.0
26038,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,47,1.0
8060,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,1,50-99,,1,112,0.0
12119,city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,>4,14,0.0
8222,city_45,0.89,Male,Has relevent experience,Full time course,Graduate,STEM,5,,,1,31,0.0
29143,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,>4,108,0.0
1259,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Early Stage Startup,>4,35,0.0
31916,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,2,17,1.0
17116,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,14,0.0
30948,city_114,0.926,Male,No relevent experience,Full time course,High School,,5,50-99,Pvt Ltd,>4,160,0.0
5875,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,5,<10,Early Stage Startup,never,152,0.0
15938,city_16,0.91,,Has relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,2,84,0.0
20193,city_103,0.92,Male,No relevent experience,Full time course,High School,,10,,,1,32,1.0
31497,city_67,0.855,Male,Has relevent experience,no_enrollment,High School,,17,,,1,56,0.0
28170,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,11,,,1,27,0.0
9647,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Early Stage Startup,1,88,0.0
25956,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,19,10000+,Pvt Ltd,2,91,0.0
17202,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,>20,100-500,Pvt Ltd,>4,146,0.0
5868,city_84,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,10,,,1,16,0.0
30107,city_118,0.722,Male,No relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,55,0.0
11697,city_115,0.789,Female,No relevent experience,no_enrollment,Graduate,STEM,17,,,>4,40,0.0
4335,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,>4,142,0.0
31784,city_78,0.579,,No relevent experience,no_enrollment,Masters,STEM,1,100-500,Public Sector,1,62,1.0
9253,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,7,,,,128,0.0
20715,city_136,0.897,,No relevent experience,Full time course,Graduate,No Major,2,1000-4999,Pvt Ltd,1,68,0.0
19657,city_136,0.897,Male,No relevent experience,Full time course,Masters,STEM,6,1000-4999,Public Sector,never,83,0.0
10041,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,<1,,,2,336,1.0
28263,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,Pvt Ltd,1,147,1.0
11718,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,6,<10,Pvt Ltd,3,72,0.0
6079,city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,12,,,never,50,0.0
4392,city_70,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,2,10000+,Pvt Ltd,1,22,0.0
3029,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,2,78,0.0
18291,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,2,57,0.0
4699,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,12,1.0
21225,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,1,17,0.0
5983,city_100,0.887,,Has relevent experience,no_enrollment,High School,,6,50-99,Pvt Ltd,1,30,0.0
32820,city_126,0.479,Female,No relevent experience,Part time course,Masters,STEM,9,,,1,99,1.0
19283,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,1000-4999,Pvt Ltd,1,148,1.0
32048,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,2,118,0.0
12853,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,>4,34,0.0
19457,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,2,10/49,,1,75,0.0
8654,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Funded Startup,1,135,0.0
31040,city_21,0.624,,No relevent experience,Part time course,Graduate,STEM,7,1000-4999,Pvt Ltd,4,84,1.0
14608,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,<1,,,never,30,0.0
23231,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,,,4,17,0.0
1153,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Business Degree,5,<10,Pvt Ltd,1,25,0.0
24192,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,2,16,0.0
11750,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,4,13,1.0
5310,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,34,1.0
17974,city_24,0.698,,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,15,0.0
16924,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,7,1000-4999,Pvt Ltd,3,21,0.0
9567,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Funded Startup,1,94,0.0
3717,city_114,0.926,Male,No relevent experience,no_enrollment,Phd,Business Degree,4,,,4,26,0.0
22090,city_40,0.7759999999999999,,No relevent experience,no_enrollment,,,2,,,never,47,0.0
19827,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,4,105,0.0
17776,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,190,0.0
24952,city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,never,86,0.0
21403,city_101,0.5579999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,4,<10,,2,19,0.0
17880,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Humanities,6,,,2,12,0.0
12934,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,19,500-999,Pvt Ltd,2,64,0.0
10951,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,53,0.0
16159,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,2,112,0.0
30416,city_114,0.926,Male,No relevent experience,Full time course,High School,,6,,,never,61,0.0
6943,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,1,126,0.0
30473,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,1,48,1.0
13315,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,9,10000+,Pvt Ltd,1,102,1.0
16994,city_46,0.762,Other,Has relevent experience,Part time course,High School,,3,10/49,Pvt Ltd,1,262,0.0
9604,city_21,0.624,,No relevent experience,no_enrollment,,,1,,,never,10,1.0
24692,city_142,0.727,Male,Has relevent experience,Full time course,Graduate,STEM,5,1000-4999,Pvt Ltd,1,48,0.0
25015,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,4,13,0.0
11911,city_103,0.92,,Has relevent experience,Part time course,Graduate,STEM,19,1000-4999,Pvt Ltd,1,68,0.0
3846,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,16,50-99,Funded Startup,1,70,0.0
24936,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Funded Startup,1,88,0.0
32357,city_70,0.698,Female,No relevent experience,Full time course,Primary School,,<1,,Pvt Ltd,never,37,1.0
4820,city_16,0.91,Male,No relevent experience,Full time course,Phd,STEM,8,,,1,20,0.0
10228,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Other,12,10/49,Pvt Ltd,1,28,0.0
373,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Funded Startup,1,24,0.0
2255,city_14,0.698,,No relevent experience,Part time course,Graduate,STEM,>20,50-99,Pvt Ltd,1,90,0.0
7422,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,2,58,1.0
30776,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,38,0.0
17,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,13,5000-9999,Pvt Ltd,4,38,0.0
30814,city_46,0.762,Male,No relevent experience,no_enrollment,Graduate,Other,2,1000-4999,Pvt Ltd,never,26,0.0
4043,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Pvt Ltd,3,26,0.0
31559,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,44,0.0
15100,city_103,0.92,,Has relevent experience,Part time course,Graduate,STEM,7,5000-9999,Public Sector,4,110,0.0
725,city_23,0.899,,No relevent experience,no_enrollment,High School,,1,,Pvt Ltd,never,47,1.0
11394,city_75,0.939,,No relevent experience,Full time course,Graduate,STEM,<1,<10,Pvt Ltd,1,154,0.0
25808,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,56,0.0
22847,city_100,0.887,Male,No relevent experience,no_enrollment,Graduate,STEM,10,100-500,NGO,1,160,0.0
22225,city_67,0.855,Male,No relevent experience,Full time course,High School,,8,,,never,67,0.0
24052,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,100-500,Pvt Ltd,3,30,0.0
9891,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,2,128,0.0
22145,city_103,0.92,,No relevent experience,no_enrollment,Graduate,Humanities,10,10/49,,3,11,0.0
5827,city_104,0.924,Female,Has relevent experience,no_enrollment,Masters,Humanities,2,50-99,Funded Startup,1,28,0.0
29306,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,,2,14,0.0
32253,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,4,129,0.0
22345,city_75,0.939,Male,Has relevent experience,no_enrollment,High School,,>20,50-99,Pvt Ltd,>4,57,0.0
32816,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,4,40,1.0
21508,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,96,1.0
269,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,31,1.0
18255,city_89,0.925,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,182,0.0
1854,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,14,0.0
30955,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,NGO,1,39,1.0
7592,city_103,0.92,,No relevent experience,Full time course,Masters,STEM,6,,,never,117,1.0
12551,city_21,0.624,,Has relevent experience,Full time course,Graduate,,6,10000+,Pvt Ltd,1,82,1.0
25207,city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,6,10000+,Pvt Ltd,>4,57,0.0
15148,city_55,0.7390000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,12,100-500,Pvt Ltd,2,64,0.0
3822,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,184,1.0
17927,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,28,1.0
2405,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,Other,6,1000-4999,Pvt Ltd,1,4,0.0
17639,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,44,0.0
13860,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,2,154,0.0
23242,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,20,,,>4,152,1.0
4876,city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,10,,,1,42,0.0
16102,city_11,0.55,,Has relevent experience,Full time course,Graduate,STEM,3,,,1,41,1.0
24154,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Arts,7,50-99,Funded Startup,1,103,0.0
19731,city_114,0.926,,Has relevent experience,Full time course,Graduate,STEM,6,<10,Pvt Ltd,1,128,0.0
16813,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,2,37,0.0
19984,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,1000-4999,Pvt Ltd,3,157,1.0
4843,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Early Stage Startup,1,15,0.0
3838,city_173,0.878,Male,No relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,>4,22,0.0
13465,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,11,,,2,178,0.0
12367,city_152,0.698,,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,2,0.0
4464,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,Humanities,9,5000-9999,NGO,2,74,0.0
6511,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,304,1.0
22645,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,4,28,0.0
10911,city_16,0.91,Other,No relevent experience,Full time course,Graduate,Humanities,8,,,1,48,0.0
22336,city_46,0.762,Male,Has relevent experience,Part time course,Graduate,STEM,3,,,2,47,1.0
5229,city_74,0.579,,No relevent experience,no_enrollment,Graduate,STEM,6,,,1,182,1.0
14265,city_103,0.92,,Has relevent experience,Full time course,Graduate,STEM,3,,,1,108,1.0
13393,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,,2,13,0.0
13849,city_46,0.762,,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1,78,0.0
33126,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,25,0.0
27193,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,,,>4,19,1.0
21115,city_162,0.767,Male,Has relevent experience,no_enrollment,High School,,1,<10,Pvt Ltd,never,41,0.0
27992,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,>4,22,1.0
6176,city_83,0.923,,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,never,326,0.0
18508,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,7,1.0
3211,city_67,0.855,,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,2,81,1.0
11635,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,NGO,1,32,0.0
28723,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Public Sector,1,50,0.0
24307,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,1,26,1.0
